timestamps,TP9,AF7,AF8,TP10,Right AUX
1587072149.994,-162.598,-52.246,-454.102,22.461,0.000
1587072149.998,270.996,-51.270,-502.930,-92.285,0.000
1587072150.002,130.371,-45.410,-368.164,-103.516,0.000
1587072150.005,-324.707,-46.875,-456.543,21.484,0.000
1587072150.009,-263.184,-47.852,-533.203,51.758,0.000
1587072150.013,187.988,-39.551,-410.156,-84.473,0.000
1587072150.017,229.980,-36.133,-315.918,-142.090,0.000
1587072150.021,-203.125,-40.527,-374.512,-24.902,0.000
1587072150.025,-333.984,-44.434,-461.426,55.664,0.000
1587072150.029,74.707,-41.504,-455.566,-45.898,0.000
1587072150.033,293.457,-39.062,-347.168,-125.000,0.000
1587072150.037,-70.312,-41.504,-394.531,-52.734,0.000
1587072150.041,-381.836,-56.641,-586.914,47.363,0.000
1587072150.045,-74.707,-53.223,-450.684,-7.812,0.000
1587072150.048,303.711,-39.062,-209.473,-124.023,0.000
1587072150.052,55.664,-45.410,-320.312,-74.219,0.000
1587072150.056,-342.773,-51.758,-546.387,48.828,0.000
1587072150.060,-173.828,-46.875,-432.129,24.902,0.000
1587072150.064,251.465,-36.133,-225.586,-104.980,0.000
1587072150.068,172.363,-39.551,-303.223,-106.934,0.000
1587072150.072,-271.973,-44.434,-460.938,18.555,0.000
1587072150.076,-265.137,-45.898,-488.281,40.527,0.000
1587072150.080,176.758,-40.039,-323.730,-47.363,0.000
1587072150.084,269.043,-39.062,-319.824,-110.352,0.000
1587072150.087,-148.438,-45.898,-473.633,-26.855,0.000
1587072150.091,-341.797,-43.945,-413.086,60.547,0.000
1587072150.095,41.016,-41.504,-333.496,-37.598,0.000
1587072150.099,311.035,-46.875,-421.387,-126.465,0.000
1587072150.103,-29.785,-49.805,-498.535,-50.293,0.000
1587072150.107,-375.488,-43.945,-365.723,71.289,0.000
1587072150.111,-98.145,-41.504,-318.848,26.367,0.000
1587072150.115,312.988,-38.086,-318.848,-127.930,0.000
1587072150.119,102.539,-35.645,-362.305,-80.078,0.000
1587072150.123,-316.406,-38.574,-464.844,60.547,0.000
1587072150.127,-196.777,-41.992,-404.297,31.738,0.000
1587072150.130,247.070,-43.945,-480.469,-99.121,0.000
1587072150.134,210.449,-44.434,-529.785,-107.422,0.000
1587072150.138,-243.164,-38.086,-341.797,34.180,0.000
1587072150.142,-291.016,-43.945,-398.438,52.246,0.000
